id,user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
1449,2,2024-03-27,4141,3714.13,3.8,565,8.8,63,Swimming,Rain,Home,Happy
1450,2,2024-03-28,23837,3588.0,12.79,1379,9.2,174,Running,Snow,Park,Happy
1451,2,2024-03-30,755,3670.86,3.3,994,3.5,126,Swimming,Clear,Home,Stressed
1452,2,2024-03-30,13295,3833.29,10.93,356,3.7,77,Swimming,Clear,Gym,Tired
1453,2,2024-04-01,8417,1917.56,16.97,696,8.5,161,Running,Snow,Home,Happy
1454,2,2024-04-01,7398,2539.57,1.61,155,3.7,68,Walking,Fog,Gym,Stressed
1455,2,2024-04-02,22020,2490.71,12.52,207,5.9,100,Cycling,Snow,Office,Tired
1456,2,2024-04-03,14204,3021.39,1.52,173,8.1,61,Walking,Fog,Gym,Stressed
1457,2,2024-04-05,6084,2378.87,15.38,88,10.7,141,Swimming,Fog,Office,Stressed
1458,2,2024-04-06,7408,2253.84,19.97,259,7.5,75,Walking,Rain,Gym,Tired
1459,2,2024-04-06,6864,3510.28,3.77,1138,7.6,100,Yoga,Rain,Park,Neutral
1460,2,2024-04-08,9212,3529.16,15.12,924,3.9,151,Swimming,Snow,Park,Stressed
1461,2,2024-04-10,29050,2830.84,11.23,644,6.8,137,Swimming,Fog,Park,Happy
1462,2,2024-04-10,19218,2422.59,14.68,1141,5.1,94,Walking,Snow,Gym,Stressed
1463,2,2024-04-12,24222,3053.9,12.95,1258,6.1,176,Yoga,Clear,Park,Stressed
1464,2,2024-04-13,20657,1628.9,13.86,1310,10.7,120,Running,Snow,Home,Happy
1465,2,2024-04-14,22812,3176.28,0.78,786,9.0,114,Running,Fog,Office,Happy
1466,2,2024-04-16,6250,2732.54,19.9,59,3.8,173,,Fog,Other,Stressed
1467,2,2024-04-18,16437,3856.63,6.63,422,2.3,118,Cycling,Snow,Office,Happy
1468,2,2024-04-18,13635,3703.15,10.51,1250,7.4,155,Cycling,Rain,Park,Stressed
1469,2,2024-04-21,26897,3983.31,7.95,103,8.1,160,Walking,Snow,Gym,Neutral
1470,2,2024-04-22,2682,3370.24,6.13,125,0.3,150,Cycling,Fog,Other,Stressed
1471,2,2024-04-25,15403,1746.3,19.78,820,6.3,137,Running,Snow,Office,Tired
1472,2,2024-04-25,28796,1966.76,6.62,153,3.7,164,Walking,Clear,Home,Stressed
1473,2,2024-04-25,20347,3453.21,11.85,71,0.9,149,Running,Clear,Park,Tired
1474,2,2024-04-27,5169,2943.63,19.6,827,9.5,67,Running,Rain,Office,Stressed
1475,2,2024-04-28,1134,1615.0,14.42,440,11.3,178,Walking,Snow,Home,Happy
1476,2,2024-04-28,18631,1526.84,13.1,281,7.7,157,,Snow,Office,Neutral
1477,2,2024-04-29,13529,1979.42,11.83,212,4.7,136,Cycling,Snow,Gym,Tired
1478,2,2024-04-29,27156,1786.11,12.7,1246,11.5,89,Yoga,Rain,Home,Stressed
1479,2,2024-05-01,23334,3498.53,18.87,117,9.8,93,Walking,Rain,Park,Neutral
1480,2,2024-05-03,12133,2635.95,1.0,457,4.9,174,Yoga,Snow,Home,Stressed
1481,2,2024-05-05,26715,3985.31,8.69,191,3.4,144,Yoga,Fog,Gym,Happy
1482,2,2024-05-07,1107,1629.87,7.68,130,4.3,155,Cycling,Rain,Home,Stressed
1483,2,2024-05-07,3534,1642.9,12.24,647,10.8,62,Gym Workout,Fog,Other,Neutral
1484,2,2024-05-07,4662,3770.01,11.33,605,2.3,165,Walking,Rain,Other,Tired
1485,2,2024-05-08,22866,3741.96,5.9,1279,2.6,70,Gym Workout,Snow,Other,Happy
1486,2,2024-05-08,6333,2577.85,7.7,289,7.7,173,Walking,Snow,Home,Neutral
1487,2,2024-05-09,9365,3424.52,4.86,684,9.9,76,Swimming,Snow,Office,Tired
1488,2,2024-05-10,27099,2792.15,8.97,135,0.6,159,Yoga,Clear,Home,Stressed
1489,2,2024-05-13,12399,1681.86,0.01,494,0.1,127,Swimming,Snow,Park,Stressed
1490,2,2024-05-14,1666,2701.87,0.55,418,2.4,65,,Rain,Other,Tired
1491,2,2024-05-14,24343,3986.86,2.46,214,8.5,112,Swimming,Rain,Office,Stressed
1492,2,2024-05-17,6570,2112.4,1.44,11,4.0,162,Gym Workout,Clear,Home,Stressed
1493,2,2024-05-19,1033,3056.53,11.02,618,10.3,155,Walking,Fog,Home,Stressed
1494,2,2024-05-22,20702,1599.38,12.54,249,3.6,119,Cycling,Rain,Office,Happy
1495,2,2024-05-22,2646,3386.75,14.29,195,5.4,176,Swimming,Fog,Home,Happy
1496,2,2024-05-22,25631,3594.9,5.02,281,8.9,110,Swimming,Rain,Other,Happy
1497,2,2024-05-22,4553,2888.05,6.06,854,7.1,101,Walking,Snow,Office,Neutral
1498,2,2024-05-24,5504,3236.97,19.62,1422,4.5,79,Yoga,Clear,Gym,Stressed
1499,2,2024-05-27,22082,2316.18,12.07,792,9.4,118,Running,Rain,Gym,Neutral
1500,2,2024-05-27,14885,3957.45,19.47,1261,9.6,159,,Clear,Home,Happy
1501,2,2024-05-28,8073,2698.9,15.99,1436,11.7,112,Yoga,Snow,Office,Tired
1502,2,2024-05-29,17786,3085.14,5.96,979,8.9,121,Running,Snow,Home,Tired
1503,2,2024-05-30,5336,3393.06,17.17,1316,1.9,133,Running,Snow,Office,Happy
1504,2,2024-05-30,29670,3720.66,3.47,822,1.4,143,Walking,Rain,Gym,Tired
1505,2,2024-06-01,17334,3985.06,3.45,1190,9.4,128,Gym Workout,Rain,Other,Tired
1506,2,2024-06-03,11926,3191.05,10.14,731,8.1,160,Running,Fog,Home,Tired
1507,2,2024-06-03,12559,2607.06,18.39,318,6.2,114,Running,Clear,Office,Stressed
1508,2,2024-06-04,19346,2704.79,0.78,417,6.0,67,Swimming,Fog,Gym,Happy
1509,2,2024-06-04,6837,2383.29,2.0,895,5.0,157,Yoga,Clear,Park,Stressed
1510,2,2024-06-04,8346,3583.89,15.48,1278,11.1,176,Gym Workout,Rain,Gym,Happy
1511,2,2024-06-06,17405,2022.49,18.43,1390,3.2,161,Yoga,Clear,Office,Tired
1512,2,2024-06-10,11224,1784.3,5.48,932,11.2,87,Swimming,Fog,Park,Tired
1513,2,2024-06-12,26471,3888.49,9.3,590,3.8,102,Running,Rain,Office,Happy
1514,2,2024-06-13,27313,1955.03,3.4,1071,10.7,60,Cycling,Rain,Other,Neutral
1515,2,2024-06-13,28132,1757.02,19.25,1329,4.6,134,Swimming,Clear,Office,Tired
1516,2,2024-06-13,8628,3803.53,6.08,1221,3.8,65,Yoga,Snow,Office,Neutral
1517,2,2024-06-13,26177,1561.03,17.84,678,10.0,176,Walking,Fog,Gym,Neutral
1518,2,2024-06-15,5416,2539.06,6.68,850,5.7,133,Running,Fog,Gym,Tired
1519,2,2024-06-15,2739,3048.63,0.33,1259,3.8,106,Swimming,Fog,Gym,Stressed
1520,2,2024-06-16,18059,3011.96,12.17,175,2.4,92,Yoga,Fog,Gym,Tired
1521,2,2024-06-18,10438,3005.57,17.83,239,0.3,175,Running,Clear,Office,Tired
1522,2,2024-06-19,19061,3591.62,13.31,966,4.2,150,Running,Fog,Home,Tired
1523,2,2024-06-20,5859,2957.59,10.67,373,3.7,105,,Rain,Park,Tired
1524,2,2024-06-20,4205,3365.91,11.85,1317,2.0,99,Cycling,Clear,Home,Stressed
1525,2,2024-06-21,13761,3098.11,8.8,217,8.9,67,,Clear,Office,Stressed
1526,2,2024-06-21,24247,3165.24,8.19,18,6.9,110,Cycling,Rain,Park,Stressed
1527,2,2024-06-26,574,3613.19,18.97,1036,9.9,127,Cycling,Snow,Office,Happy
1528,2,2024-06-27,646,3067.66,6.43,379,12.0,93,Swimming,Snow,Park,Happy
1529,2,2024-06-27,5143,2451.88,4.99,479,7.3,96,Yoga,Snow,Home,Stressed
1530,2,2024-06-27,26604,3420.55,6.06,70,8.3,167,Yoga,Rain,Gym,Stressed
1531,2,2024-06-30,16940,3743.66,1.46,760,9.9,96,,Fog,Home,Neutral
1532,2,2024-07-02,25527,3680.0,19.04,1073,0.6,141,Running,Fog,Other,Stressed
1533,2,2024-07-02,20022,1563.67,12.06,292,10.7,175,Cycling,Fog,Gym,Neutral
1534,2,2024-07-03,19819,3677.05,3.93,73,2.6,95,Cycling,Clear,Office,Stressed
1535,2,2024-07-03,11348,2214.21,12.84,299,6.1,139,,Clear,Gym,Tired
1536,2,2024-07-04,10277,3886.15,14.46,1325,9.2,89,,Fog,Gym,Tired
1537,2,2024-07-04,23979,3802.77,10.69,1179,3.0,92,Swimming,Fog,Park,Happy
1538,2,2024-07-09,8274,1555.57,0.32,451,10.8,94,Gym Workout,Clear,Gym,Stressed
1539,2,2024-07-10,5251,2898.62,19.01,433,5.9,67,Walking,Fog,Home,Tired
1540,2,2024-07-12,27918,2839.95,15.09,319,0.8,113,Yoga,Rain,Office,Stressed
1541,2,2024-07-12,28863,1909.12,2.57,442,1.4,61,Running,Rain,Park,Happy
1542,2,2024-07-13,5814,3099.07,19.29,837,8.1,64,,Rain,Office,Stressed
1543,2,2024-07-13,14379,2066.0,14.15,232,7.0,176,,Fog,Park,Happy
1544,2,2024-07-17,10719,3344.9,19.93,1117,6.1,132,Cycling,Clear,Gym,Neutral
1545,2,2024-07-18,25516,1797.63,12.83,333,10.2,113,Swimming,Clear,Other,Tired
1546,2,2024-07-19,19835,2457.92,2.59,1436,5.3,157,Swimming,Fog,Gym,Tired
1547,2,2024-07-20,16236,3864.38,2.91,1304,8.9,83,Swimming,Rain,Office,Stressed
1548,2,2024-07-21,22580,3939.77,10.98,1155,7.5,109,Cycling,Fog,Other,Stressed
1549,2,2024-07-24,26772,3477.7,4.12,201,0.1,115,Running,Clear,Office,Happy
1550,2,2024-07-24,22682,3500.9,4.81,1095,5.4,103,Swimming,Rain,Office,Stressed
1551,2,2024-07-26,28569,3575.02,11.48,405,5.3,85,Cycling,Snow,Office,Tired
1552,2,2024-07-27,17659,1833.94,5.93,398,2.5,71,Gym Workout,Snow,Park,Neutral
1553,2,2024-07-29,24613,2993.64,0.32,496,10.2,91,Gym Workout,Rain,Park,Stressed
1554,2,2024-07-31,10273,1771.45,3.24,1439,9.8,128,Running,Fog,Office,Happy
1555,2,2024-07-31,26226,3805.32,6.77,182,6.0,77,,Fog,Gym,Stressed
1556,2,2024-08-01,21075,2178.18,7.77,860,9.2,146,Cycling,Clear,Gym,Tired
1557,2,2024-08-03,15456,2570.63,0.11,199,0.7,147,Swimming,Fog,Other,Happy
1558,2,2024-08-04,15853,3468.85,15.45,1309,1.4,168,Cycling,Snow,Office,Stressed
1559,2,2024-08-05,28594,2528.37,18.43,364,9.1,69,Walking,Clear,Home,Neutral
1560,2,2024-08-05,14988,2616.59,0.22,890,8.4,97,Running,Snow,Home,Happy
1561,2,2024-08-06,27884,2731.34,2.53,648,5.8,69,Cycling,Clear,Other,Tired
1562,2,2024-08-10,6690,1719.69,18.5,493,1.3,95,Walking,Snow,Office,Neutral
1563,2,2024-08-11,7980,3543.27,13.54,1148,4.9,96,Walking,Clear,Office,Neutral
1564,2,2024-08-12,194,1681.28,8.34,632,9.3,170,,Clear,Office,Tired
1565,2,2024-08-12,2338,2971.77,1.17,282,3.5,72,Walking,Clear,Park,Neutral
1566,2,2024-08-14,9792,3400.26,15.38,619,11.4,98,Cycling,Clear,Gym,Happy
1567,2,2024-08-14,15314,1597.07,16.3,860,5.7,141,Gym Workout,Rain,Park,Happy
1568,2,2024-08-15,25298,3710.93,14.77,1231,6.1,129,Gym Workout,Clear,Gym,Tired
1569,2,2024-08-16,28876,3139.58,5.27,870,3.6,103,Yoga,Clear,Park,Neutral
1570,2,2024-08-17,25409,1879.48,14.35,1334,8.7,103,,Rain,Office,Neutral
1571,2,2024-08-17,22265,2622.04,19.81,200,8.3,97,Walking,Clear,Gym,Happy
1572,2,2024-08-21,29683,2998.57,6.92,140,11.2,118,Swimming,Clear,Gym,Happy
1573,2,2024-08-22,1525,3315.92,2.24,790,9.1,171,Running,Snow,Office,Stressed
1574,2,2024-08-23,13312,3530.11,0.37,613,11.3,148,Swimming,Fog,Other,Tired
1575,2,2024-08-24,14094,3354.88,16.07,587,4.2,159,Yoga,Rain,Gym,Neutral
1576,2,2024-08-25,4502,3672.94,2.79,129,2.2,98,,Rain,Gym,Stressed
1577,2,2024-08-25,16011,2737.55,11.1,1157,2.5,129,Yoga,Fog,Office,Stressed
1578,2,2024-08-26,22630,2316.56,4.51,1327,11.8,99,Swimming,Rain,Gym,Happy
1579,2,2024-08-26,19723,3625.24,5.38,1127,8.0,104,Cycling,Fog,Other,Neutral
1580,2,2024-08-27,16996,2397.23,19.68,1365,11.7,94,Swimming,Rain,Park,Tired
1581,2,2024-08-28,25409,1582.34,13.38,58,9.1,176,,Fog,Home,Happy
1582,2,2024-09-04,22443,1960.79,6.0,231,8.7,156,Yoga,Clear,Home,Neutral
1583,2,2024-09-05,4616,1614.89,17.78,278,11.6,125,Swimming,Snow,Park,Neutral
1584,2,2024-09-07,26743,2161.97,6.01,611,0.7,160,Swimming,Rain,Home,Stressed
1585,2,2024-09-07,3000,3085.76,10.1,821,2.7,111,Running,Snow,Home,Tired
1586,2,2024-09-08,9342,2641.06,7.7,1240,5.9,91,Running,Snow,Gym,Neutral
1587,2,2024-09-08,25075,1573.75,3.42,1041,1.1,127,Gym Workout,Rain,Office,Tired
1588,2,2024-09-08,25143,3492.31,14.49,45,8.4,148,Swimming,Fog,Other,Happy
1589,2,2024-09-09,4664,2846.16,18.46,925,10.7,83,Gym Workout,Clear,Office,Tired
1590,2,2024-09-09,12404,2543.66,13.77,1111,7.5,93,Running,Clear,Other,Neutral
1591,2,2024-09-09,8793,3476.32,9.56,758,2.6,81,Yoga,Clear,Park,Neutral
1592,2,2024-09-09,3633,1786.42,1.51,248,4.6,137,Walking,Snow,Gym,Happy
1593,2,2024-09-10,7920,3771.19,4.82,1355,9.5,66,Swimming,Rain,Park,Happy
1594,2,2024-09-11,15656,3381.9,19.49,1170,10.3,169,,Snow,Other,Tired
1595,2,2024-09-13,23374,2172.17,6.35,374,7.6,156,Cycling,Clear,Other,Happy
1596,2,2024-09-13,944,2129.17,18.45,652,8.6,141,Cycling,Fog,Other,Tired
1597,2,2024-09-13,4674,3163.79,14.6,592,4.9,96,Yoga,Snow,Park,Happy
1598,2,2024-09-14,12178,3892.97,6.62,85,10.1,79,Cycling,Clear,Gym,Happy
1599,2,2024-09-14,18033,3852.14,10.65,184,11.1,124,Walking,Snow,Home,Neutral
1600,2,2024-09-15,13376,1653.02,15.46,1257,5.2,128,Gym Workout,Snow,Other,Tired
1601,2,2024-09-16,15297,2786.63,18.6,160,0.5,176,Running,Snow,Office,Neutral
1602,2,2024-09-17,12066,3691.08,6.38,176,1.1,61,Walking,Snow,Gym,Happy
1603,2,2024-09-17,10243,2059.88,14.53,338,4.2,125,,Clear,Park,Happy
1604,2,2024-09-17,11714,2721.61,1.8,196,10.0,69,Swimming,Snow,Park,Stressed
1605,2,2024-09-18,3200,2351.76,2.8,1066,5.1,106,Swimming,Snow,Home,Stressed
1606,2,2024-09-18,16409,1754.84,10.6,509,7.1,138,Walking,Rain,Home,Happy
1607,2,2024-09-19,27716,1877.07,19.3,621,0.1,67,Running,Fog,Office,Tired
1608,2,2024-09-21,17267,2559.83,3.85,436,0.5,89,Running,Rain,Other,Happy
1609,2,2024-09-22,18191,1868.58,19.67,154,1.1,142,Gym Workout,Clear,Office,Stressed
1610,2,2024-09-22,13832,2371.45,5.13,399,5.9,176,Yoga,Fog,Park,Neutral
1611,2,2024-09-22,13840,3322.5,6.59,1192,5.9,159,Swimming,Snow,Other,Tired
1612,2,2024-09-22,3870,2295.99,9.58,674,9.9,144,Yoga,Fog,Other,Happy
1613,2,2024-09-23,12856,3003.43,8.11,1309,3.2,118,Running,Fog,Other,Neutral
1614,2,2024-09-26,10148,2431.8,14.59,140,0.7,157,Walking,Clear,Park,Happy
1615,2,2024-09-27,21867,2268.74,0.98,905,6.4,164,,Rain,Gym,Stressed
1616,2,2024-09-29,15784,2125.5,19.88,718,1.7,155,Yoga,Fog,Gym,Happy
1617,2,2024-10-05,16012,3946.18,13.86,936,7.6,136,Running,Clear,Gym,Stressed
1618,2,2024-10-06,14145,1873.09,12.35,699,4.9,122,,Clear,Other,Stressed
1619,2,2024-10-06,5402,3717.95,10.26,1406,11.0,66,,Fog,Gym,Neutral
1620,2,2024-10-07,4599,1604.01,18.21,137,3.6,77,,Rain,Office,Happy
1621,2,2024-10-08,25189,2857.96,8.48,470,4.5,123,Walking,Snow,Gym,Tired
1622,2,2024-10-09,2089,2110.87,14.93,1436,9.4,169,Gym Workout,Clear,Home,Happy
1623,2,2024-10-09,15756,3804.81,17.12,43,0.7,125,Swimming,Rain,Other,Neutral
1624,2,2024-10-10,8150,2739.54,9.16,726,5.9,130,,Rain,Park,Stressed
1625,2,2024-10-10,6916,1887.5,13.86,988,6.9,123,Cycling,Snow,Other,Neutral
1626,2,2024-10-11,15339,2874.27,13.28,1029,8.6,157,Gym Workout,Snow,Office,Happy
1627,2,2024-10-12,27156,3195.22,17.94,1317,9.4,163,Walking,Fog,Park,Happy
1628,2,2024-10-13,14509,3423.96,3.41,788,10.9,148,Walking,Snow,Office,Tired
1629,2,2024-10-18,22136,1590.17,14.38,1411,3.1,156,,Fog,Other,Neutral
1630,2,2024-10-19,5478,3007.17,5.43,987,8.6,133,Cycling,Fog,Gym,Stressed
1631,2,2024-10-19,11409,2873.4,18.7,1259,7.2,89,,Snow,Gym,Stressed
1632,2,2024-10-20,11803,2052.17,5.21,1407,11.9,171,Swimming,Clear,Park,Happy
1633,2,2024-10-21,18737,2522.87,5.57,869,8.8,81,Gym Workout,Rain,Park,Happy
1634,2,2024-10-22,12676,3841.74,14.68,61,10.2,121,Cycling,Snow,Other,Neutral
1635,2,2024-10-22,10357,1602.34,17.93,1032,0.4,100,,Snow,Park,Tired
1636,2,2024-10-23,20374,3566.02,4.34,1196,11.4,143,Cycling,Fog,Other,Stressed
1637,2,2024-10-23,12280,2854.25,10.45,829,1.3,150,Yoga,Fog,Office,Neutral
1638,2,2024-10-23,21524,3827.32,10.0,1375,5.5,95,Yoga,Snow,Office,Tired
1639,2,2024-10-24,22647,3978.82,2.81,832,4.4,117,Swimming,Rain,Other,Neutral
1640,2,2024-10-24,22923,2218.79,2.21,557,11.5,123,Yoga,Rain,Park,Tired
1641,2,2024-10-26,8088,3107.07,11.87,803,1.1,64,,Snow,Office,Tired
1642,2,2024-10-26,7595,3656.54,5.87,382,11.8,159,Swimming,Rain,Office,Tired
1643,2,2024-10-26,13329,3096.79,17.29,1206,9.0,123,Yoga,Clear,Home,Stressed
1644,2,2024-10-29,21018,2999.71,0.64,1356,0.2,156,Yoga,Rain,Park,Stressed
1645,2,2024-10-29,8852,3015.88,14.41,1377,7.2,124,Gym Workout,Snow,Park,Happy
1646,2,2024-10-29,18136,1848.88,19.54,76,7.6,108,Running,Snow,Home,Stressed
1647,2,2024-10-31,17465,2714.52,14.02,1227,10.5,161,Yoga,Fog,Park,Neutral
1648,2,2024-10-31,17749,2433.48,17.2,1078,7.9,76,Walking,Clear,Home,Neutral
1649,2,2024-11-01,19884,2447.75,17.16,910,6.4,133,,Snow,Office,Stressed
1650,2,2024-11-02,1570,3095.43,13.18,1043,2.6,156,Running,Rain,Gym,Stressed
1651,2,2024-11-04,23639,2179.02,4.56,504,10.6,99,Walking,Fog,Gym,Tired
1652,2,2024-11-04,1793,2136.65,15.73,1023,6.6,162,Running,Rain,Home,Happy
1653,2,2024-11-05,9316,1584.46,15.36,1209,0.6,139,Yoga,Rain,Office,Stressed
1654,2,2024-11-06,28218,2722.13,3.14,574,9.1,120,Yoga,Clear,Park,Neutral
1655,2,2024-11-07,25429,2004.09,14.45,187,6.9,92,Swimming,Snow,Other,Happy
1656,2,2024-11-07,743,1892.71,6.55,1173,2.4,67,,Snow,Park,Stressed
1657,2,2024-11-08,17678,1784.34,2.37,1062,9.3,126,,Clear,Office,Neutral
1658,2,2024-11-09,22613,3533.67,6.98,398,0.6,76,Swimming,Rain,Park,Happy
1659,2,2024-11-10,6363,3802.0,15.05,232,10.1,176,Running,Rain,Home,Neutral
1660,2,2024-11-10,23140,2627.85,15.34,738,0.1,86,Swimming,Rain,Gym,Tired
1661,2,2024-11-12,11209,3642.44,13.76,946,11.3,113,Gym Workout,Fog,Home,Neutral
1662,2,2024-11-14,20491,1665.69,10.75,1375,3.2,164,Yoga,Snow,Park,Tired
1663,2,2024-11-15,3922,2769.96,2.24,374,1.2,117,Running,Rain,Other,Neutral
1664,2,2024-11-16,15812,1564.62,7.19,1192,11.7,169,Swimming,Snow,Home,Neutral
1665,2,2024-11-18,21543,1833.3,19.05,1358,11.4,144,,Snow,Home,Tired
1666,2,2024-11-20,25017,2918.84,3.66,779,9.4,106,Yoga,Snow,Gym,Stressed
1667,2,2024-11-21,7001,3767.8,15.85,742,5.6,125,,Fog,Office,Tired
1668,2,2024-11-21,14434,3408.64,9.53,157,4.7,121,Yoga,Clear,Home,Stressed
1669,2,2024-11-24,7437,2202.89,2.32,725,6.1,79,Gym Workout,Rain,Home,Happy
1670,2,2024-11-25,10983,3487.74,14.57,1300,4.7,91,Yoga,Fog,Other,Neutral
1671,2,2024-11-25,7845,3111.04,9.17,1019,10.8,102,Cycling,Fog,Park,Happy
1672,2,2024-11-28,9651,2920.87,2.66,1330,4.7,105,Swimming,Snow,Gym,Neutral
1673,2,2024-11-28,24149,3362.43,9.19,947,3.0,151,Running,Rain,Gym,Tired
1674,2,2024-11-29,16709,3304.96,14.3,1123,7.8,63,Yoga,Clear,Other,Tired
1675,2,2024-12-02,5095,3138.91,3.27,837,4.7,145,Gym Workout,Fog,Other,Stressed
1676,2,2024-12-04,19809,2057.23,9.07,337,11.3,179,,Clear,Office,Stressed
1677,2,2024-12-06,24439,3438.53,17.48,826,6.4,67,Gym Workout,Rain,Other,Neutral
1678,2,2024-12-08,25905,2020.44,5.21,796,3.6,144,Walking,Fog,Park,Happy
1679,2,2024-12-08,20306,2101.63,8.74,543,5.8,89,Swimming,Snow,Gym,Tired
1680,2,2024-12-09,11621,1944.25,11.44,912,0.6,166,Walking,Clear,Home,Happy
1681,2,2024-12-09,20284,3266.94,6.33,745,10.3,75,Running,Rain,Home,Neutral
1682,2,2024-12-09,28081,2336.27,13.42,393,6.9,167,Swimming,Rain,Office,Tired
1683,2,2024-12-10,9190,3840.83,16.18,45,2.4,148,Running,Rain,Home,Stressed
1684,2,2024-12-10,3266,3156.75,7.79,124,9.1,121,Cycling,Rain,Office,Tired
1685,2,2024-12-10,5276,1517.44,1.09,908,0.6,98,Gym Workout,Clear,Office,Tired
1686,2,2024-12-11,4087,2939.84,9.58,932,10.2,64,Cycling,Clear,Home,Happy
1687,2,2024-12-12,22177,2730.24,8.16,621,0.5,104,Swimming,Snow,Gym,Happy
1688,2,2024-12-13,20567,2629.16,10.29,746,0.1,83,Yoga,Rain,Park,Neutral
1689,2,2024-12-14,1382,3437.08,5.88,965,9.3,172,Walking,Rain,Office,Happy
1690,2,2024-12-14,14416,3825.02,4.8,937,1.5,138,,Fog,Gym,Tired
1691,2,2024-12-17,25381,3190.47,2.41,973,3.0,136,,Rain,Office,Neutral
1692,2,2024-12-18,7380,3304.34,1.15,956,11.1,96,Gym Workout,Rain,Other,Stressed
1693,2,2024-12-20,47,2600.57,8.69,667,6.5,115,Swimming,Rain,Home,Happy
1694,2,2024-12-20,13116,3524.5,11.53,358,9.9,170,Gym Workout,Fog,Park,Neutral
1695,2,2024-12-20,4243,3739.21,2.91,628,9.7,138,,Clear,Gym,Happy
1696,2,2024-12-22,17365,3604.33,18.72,350,3.4,151,Gym Workout,Fog,Office,Happy
1697,2,2024-12-22,10920,3825.97,5.26,61,3.6,76,Gym Workout,Rain,Home,Neutral
1698,2,2024-12-23,20957,2216.5,3.21,1423,8.3,147,Swimming,Snow,Home,Stressed
1699,2,2024-12-24,1359,3555.82,11.75,833,5.4,111,Gym Workout,Rain,Gym,Tired
1700,2,2024-12-26,6633,2284.83,2.63,850,4.1,69,Swimming,Clear,Other,Neutral
1701,2,2024-12-26,8758,2311.74,12.25,32,10.8,100,Gym Workout,Rain,Home,Tired
1702,2,2024-12-26,29973,2279.35,9.72,1071,1.7,108,Yoga,Rain,Gym,Stressed
1703,2,2024-12-26,7938,3721.7,14.51,808,10.2,95,Cycling,Snow,Home,Neutral
1704,2,2024-12-27,470,3639.44,2.54,722,7.2,170,Walking,Fog,Home,Neutral
1705,2,2024-12-27,9034,1789.79,17.29,880,9.7,77,Swimming,Fog,Park,Stressed
1706,2,2024-12-27,24690,1984.0,5.34,355,5.5,143,Cycling,Rain,Park,Happy
1707,2,2024-12-27,20040,2970.75,6.21,493,4.1,153,Gym Workout,Clear,Park,Neutral
1708,2,2024-12-28,5000,2156.14,18.26,833,1.6,81,Yoga,Snow,Other,Happy
1709,2,2024-12-29,3220,3026.19,9.52,294,10.6,164,Swimming,Snow,Home,Neutral
1710,2,2024-12-30,3684,3784.51,15.28,800,7.3,94,Running,Clear,Other,Tired
1711,2,2024-12-31,20150,2458.29,14.18,677,5.0,64,Swimming,Clear,Other,Stressed
1712,2,2025-01-02,7005,3267.42,7.74,1007,0.5,156,Gym Workout,Fog,Park,Stressed
1713,2,2025-01-03,3487,1621.88,17.43,139,1.9,124,,Rain,Home,Tired
1714,2,2025-01-03,27984,1517.21,14.12,679,4.3,75,Swimming,Rain,Gym,Stressed
1715,2,2025-01-04,5440,2466.1,12.63,529,7.1,152,Swimming,Fog,Gym,Happy
1716,2,2025-01-04,2153,3609.85,18.87,406,3.2,98,Walking,Fog,Other,Neutral
1717,2,2025-01-04,13714,1704.99,2.91,440,4.9,136,Cycling,Rain,Home,Happy
1718,2,2025-01-05,1877,1665.61,8.27,39,3.4,82,Yoga,Fog,Gym,Tired
1719,2,2025-01-05,22619,3070.73,16.37,182,11.0,138,Gym Workout,Snow,Office,Stressed
1720,2,2025-01-05,23893,3544.97,7.06,237,4.0,84,,Fog,Home,Stressed
1721,2,2025-01-05,1155,2970.77,13.24,495,5.9,173,Cycling,Clear,Gym,Neutral
1722,2,2025-01-06,9687,1701.78,0.76,480,9.8,134,Swimming,Fog,Home,Happy
1723,2,2025-01-06,4079,2904.98,0.37,931,0.3,154,Cycling,Clear,Home,Neutral
1724,2,2025-01-07,29005,2002.16,11.02,720,9.4,131,Yoga,Rain,Gym,Neutral
1725,2,2025-01-08,13012,3486.95,1.06,276,0.2,114,Walking,Clear,Home,Stressed
1726,2,2025-01-09,13020,1622.68,16.32,1018,0.9,112,Walking,Rain,Office,Stressed
1727,2,2025-01-11,12830,2981.5,12.76,996,8.2,128,Swimming,Clear,Park,Neutral
1728,2,2025-01-12,9248,3643.81,4.7,857,9.7,118,Running,Snow,Gym,Neutral
1729,2,2025-01-12,28888,1813.43,12.12,1081,4.3,154,Running,Fog,Gym,Tired
1730,2,2025-01-13,5111,3868.83,12.1,319,9.5,140,,Snow,Gym,Tired
1731,2,2025-01-13,10747,2638.73,12.33,788,10.2,100,Gym Workout,Clear,Gym,Neutral
1732,2,2025-01-13,24987,1744.0,2.7,1330,2.1,130,Gym Workout,Snow,Other,Happy
1733,2,2025-01-14,6521,3657.25,6.52,367,7.2,109,Swimming,Clear,Home,Happy
1734,2,2025-01-14,27906,2748.99,19.27,1238,0.8,159,Swimming,Snow,Other,Neutral
1735,2,2025-01-15,22770,1543.85,14.34,150,0.7,115,Swimming,Clear,Office,Neutral
1736,2,2025-01-15,21577,2054.03,9.89,106,8.4,72,Swimming,Clear,Gym,Tired
